Code Ana;Analyte;Anonymat;Controle;Unite;Tech;App;Tri;Resultat;Effectif pairs;Cible pairs;ET pairs;Biais % pairs;Biais |c| pairs;z score pairs;Note pairs;Effectif ens;Cible ens;ET ens;Biais % ens;Biais |c| ens;z score ens;Note ens;Date;LA %;Opérateur
F2;Facteur II;1952A;22HA18;%;D3;PB6;XX;14,8;28;15,60;1,35;-5,1;-0,80;-0,6;TB;292;15,01;1,00;-1,4;-0,21;-0,2;TB;09/11/2022;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952B;22HA18;%;D3;PB6;XX;14,4;28;15,60;1,35;-7,7;-1,20;-0,9;TB;292;15,01;1,00;-4,1;-0,61;-0,6;TB;09/11/2022;18,0;Marie BRIONNE-FRANCOIS, Maud LEBAS
F2;Facteur II;1952A;22HA19;%;D3;PB6;XX;90,8;31;88,95;5,32;2,1;1,85;0,3;TB;289;85,04;5,21;6,8;5,76;1,1;B+;07/12/2022;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952B;22HA19;%;D3;PB6;XX;89,5;31;88,95;5,32;0,6;0,55;0,1;TB;289;85,04;5,21;5,2;4,46;0,9;TB;07/12/2022;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;22HA20;%;D3;PB6;XX;44,9;30;46,67;3,88;-3,8;-1,77;-0,5;TB;291;43,50;3,75;3,2;1,40;0,4;TB;07/12/2022;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952B;22HA20;%;D3;PB6;XX;42,9;30;46,67;3,88;-8,1;-3,77;-1,0;B-;291;43,50;3,75;-1,4;-0,60;-0,2;TB;07/12/2022;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA01;%;D3;PB6;XX;86,8;7;86,54;1,25;0,3;0,26;0,2;TB;305;85,28;5,78;1,8;1,52;0,3;TB;30/01/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952B;23HA01;%;D3;PB6;XX;84,8;7;86,54;1,25;-2,0;-1,74;-1,3;TB;305;85,28;5,78;-0,6;-0,48;-0,1;TB;30/01/2023;12,0;Marie BRIONNE-FRANCOIS, Maud LEBAS
F2;Facteur II;1952A;23HA02;%;D3;PB6;XX;15,2;7;15,19;0,78;0,1;0,01;0,0;TB;305;15,33;1,18;-0,8;-0,13;-0,1;TB;30/01/2023;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952B;23HA02;%;D3;PB6;XX;14,5;7;15,19;0,78;-4,5;-0,69;-0,8;TB;305;15,33;1,18;-5,4;-0,83;-0,7;TB;30/01/2023;18,0;Marie BRIONNE-FRANCOIS, Maud LEBAS
F2;Facteur II;1952A;23HA03;%;D3;PB6;XX;61,7;7;60,44;1,06;2,1;1,26;1,1;TB;300;60,67;4,38;1,7;1,03;0,2;TB;01/03/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952B;23HA03;%;D3;PB6;XX;61,4;7;60,44;1,06;1,6;0,96;0,8;TB;300;60,67;4,38;1,2;0,73;0,2;TB;01/03/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA04;%;D3;PB6;XX;43,9;7;43,81;0,42;0,2;0,09;0,2;TB;301;43,61;3,79;0,7;0,29;0,1;TB;01/03/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952B;23HA04;%;D3;PB6;XX;44,0;7;43,81;0,42;0,4;0,19;0,4;TB;301;43,61;3,79;0,9;0,39;0,1;TB;01/03/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA05;%;D3;PB6;XX;58,1;32;63,43;3,91;-8,4;-5,33;-1,4;B-;297;60,42;4,34;-3,8;-2,32;-0,5;TB;05/04/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952B;23HA05;%;D3;PB6;XX;60,1;32;63,43;3,91;-5,2;-3,33;-0,9;TB;297;60,42;4,34;-0,5;-0,32;-0,1;TB;05/04/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA06;%;D3;PB6;XX;14,3;32;15,76;1,09;-9,3;-1,46;-1,3;B-;298;15,26;1,17;-6,3;-0,96;-0,8;TB;05/04/2023;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952B;23HA06;%;D3;PB6;XX;14,7;32;15,76;1,09;-6,7;-1,06;-1,0;TB;298;15,26;1,17;-3,7;-0,56;-0,5;TB;05/04/2023;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA07;%;D3;PB6;XX;85,4;7;86,23;2,41;-1,0;-0,83;-0,3;TB;306;85,57;4,96;-0,2;-0,17;0,0;TB;03/05/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952B;23HA07;%;D3;PB6;XX;89,3;7;86,23;2,41;3,6;3,07;1,2;TB;306;85,57;4,96;4,4;3,73;0,8;TB;03/05/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA08;%;D3;PB6;XX;44,1;7;43,24;1,58;2,0;0,86;0,5;TB;303;43,72;3,51;0,9;0,38;0,1;TB;03/05/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952B;23HA08;%;D3;PB6;XX;42,5;7;43,24;1,58;-1,7;-0,74;-0,4;TB;303;43,72;3,51;-2,8;-1,22;-0,3;TB;03/05/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;23HA09;%;D3;PB6;XX;90,4;7;88,24;3,66;2,4;2,16;0,5;TB;291;85,59;4,93;5,6;4,81;1,0;TB;07/06/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA09;%;D3;PB6;XX;91,7;7;88,24;3,66;3,9;3,46;0,9;TB;291;85,59;4,93;7,1;6,11;1,2;B+;07/06/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;23HA10;%;D3;PB6;XX;15,6;7;15,02;0,68;3,9;0,58;0,8;TB;291;15,19;1,06;2,7;0,41;0,4;TB;07/06/2023;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA10;%;D3;PB6;XX;16,2;7;15,02;0,68;7,9;1,18;1,6;TB;291;15,19;1,06;6,6;1,01;1,0;TB;07/06/2023;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;23HA11;%;D3;PB6;XX;85,8;7;85,23;3,30;0,7;0,57;0,2;TB;290;84,90;5,36;1,1;0,90;0,2;TB;12/07/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA11;%;D3;PB6;XX;89,2;7;85,23;3,30;4,7;3,97;1,1;TB;290;84,90;5,36;5,1;4,30;0,8;TB;12/07/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;23HA12;%;D3;PB6;XX;43,6;7;43,05;1,01;1,3;0,55;0,5;TB;289;43,45;3,58;0,3;0,15;0,0;TB;12/07/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA12;%;D3;PB6;XX;44,3;7;43,05;1,01;2,9;1,25;1,1;TB;289;43,45;3,58;2,0;0,85;0,2;TB;12/07/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;23HA13;%;D3;PB6;XX;84,1;7;86,50;3,42;-2,8;-2,40;-0,6;TB;295;85,65;5,84;-1,8;-1,55;-0,3;TB;30/08/2023;11,4;, Maud LEBAS
F2;Facteur II;1952A;23HA13;%;D3;PB6;XX;90,5;7;86,50;3,42;4,6;4,00;1,1;TB;295;85,65;5,84;5,7;4,85;0,8;TB;30/08/2023;11,4;
F2;Facteur II;1952;23HA14;%;D3;PB6;XX;60,4;7;59,87;1,22;0,9;0,53;0,4;TB;295;60,62;4,39;-0,4;-0,22;-0,1;TB;30/08/2023;12,0;, Maud LEBAS
F2;Facteur II;1952A;23HA14;%;D3;PB6;XX;58,6;7;59,87;1,22;-2,1;-1,27;-0,9;TB;295;60,62;4,39;-3,3;-2,02;-0,5;TB;30/08/2023;12,0;
F2;Facteur II;1952;23HA15;%;D3;PB6;XX;61,2;7;60,35;1,55;1,4;0,85;0,5;TB;294;60,62;4,17;1,0;0,58;0,1;TB;04/10/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA15;%;D3;PB6;XX;60,9;7;60,35;1,55;0,9;0,55;0,3;TB;294;60,62;4,17;0,5;0,28;0,1;TB;04/10/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;23HA16;%;D3;PB6;XX;45,4;7;44,41;0,99;2,2;0,99;0,9;TB;295;43,75;3,62;3,8;1,65;0,5;TB;04/10/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;23HA16;%;D3;PB6;XX;44,2;7;44,41;0,99;-0,5;-0,21;-0,2;TB;295;43,75;3,62;1,0;0,45;0,1;TB;04/10/2023;12,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;23HA17;%;D3;PB6;XX;45,2;7;44,36;2,29;1,9;0,84;0,3;TB;290;43,41;3,48;4,1;1,79;0,5;TB;08/11/2023;12,0;
F2;Facteur II;1952A;23HA17;%;D3;PB6;XX;43,7;7;44,36;2,29;-1,5;-0,66;-0,3;TB;290;43,41;3,48;0,7;0,29;0,1;TB;08/11/2023;12,0;
F2;Facteur II;1952;23HA18;%;D3;PB6;XX;14,7;7;14,56;0,50;1,0;0,14;0,3;TB;289;15,19;1,02;-3,2;-0,49;-0,5;TB;08/11/2023;18,0;
F2;Facteur II;1952A;23HA18;%;D3;PB6;XX;14,6;7;14,56;0,50;0,3;0,04;0,1;TB;289;15,19;1,02;-3,9;-0,59;-0,6;TB;08/11/2023;18,0;
F2;Facteur II;1952;23HA19;%;D3;PB6;XX;88,9;7;88,53;4,10;0,4;0,37;0,1;TB;292;86,03;5,19;3,3;2,87;0,6;TB;06/12/2023;12,0;
F2;Facteur II;1952A;23HA19;%;D3;PB6;XX;93,4;7;88,53;4,10;5,5;4,87;1,1;TB;292;86,03;5,19;8,6;7,37;1,4;B+;06/12/2023;12,0;
F2;Facteur II;1952;23HA20;%;D3;PB6;XX;44,8;7;43,35;2,33;3,3;1,45;0,6;TB;292;43,72;3,27;2,5;1,08;0,3;TB;06/12/2023;12,0;
F2;Facteur II;1952A;23HA20;%;D3;PB6;XX;44,9;7;43,35;2,33;3,6;1,55;0,6;TB;292;43,72;3,27;2,7;1,18;0,4;TB;06/12/2023;12,0;
F2;Facteur II;1952;24HA01;%;D3;PB6;XX;45,8;7;46,79;1,04;-2,1;-0,99;-0,9;TB;305;48,17;3,75;-4,9;-2,37;-0,6;TB;31/01/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA01;%;D3;PB6;XX;47,8;7;46,79;1,04;2,2;1,01;0,9;TB;305;48,17;3,75;-0,8;-0,37;-0,1;TB;31/01/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA02;%;D3;PB6;XX;16,0;7;15,84;1,07;1,0;0,16;0,1;TB;303;16,63;1,17;-3,8;-0,63;-0,5;TB;31/01/2024;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA02;%;D3;PB6;XX;17,1;7;15,84;1,07;8,0;1,26;1,1;TB;303;16,63;1,17;2,8;0,47;0,4;TB;31/01/2024;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA03;%;D3;PB6;XX;46,9;8;46,95;1,39;-0,1;-0,05;0,0;TB;306;48,62;3,75;-3,5;-1,72;-0,5;TB;06/03/2024;14,0;Maud LEBAS
F2;Facteur II;1952A;24HA03;%;D3;PB6;XX;48,3;8;46,95;1,39;2,9;1,35;0,9;TB;306;48,62;3,75;-0,7;-0,32;-0,1;TB;06/03/2024;14,0;Marie BRIONNE-FRANCOIS, Maud LEBAS
F2;Facteur II;1952;24HA04;%;D3;PB6;XX;41,4;8;41,62;1,49;-0,5;-0,22;-0,1;TB;306;42,16;3,60;-1,8;-0,76;-0,2;TB;06/03/2024;14,0;Maud LEBAS
F2;Facteur II;1952A;24HA04;%;D3;PB6;XX;43,8;8;41,62;1,49;5,2;2,18;1,3;TB;306;42,16;3,60;3,9;1,64;0,5;TB;06/03/2024;14,0;Marie BRIONNE-FRANCOIS, Maud LEBAS
F2;Facteur II;1952;24HA05;%;D3;PB6;XX;92,1;7;87,80;4,16;4,9;4,30;0,9;TB;300;87,05;5,52;5,8;5,05;0,9;B+;03/04/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA05;%;D3;PB6;XX;92,3;7;87,80;4,16;5,1;4,50;1,0;TB;300;87,05;5,52;6,0;5,25;1,0;B+;03/04/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952C;24HA05;%;W3;PB7;XX;91,0;15;93,67;5,81;-2,9;-2,67;-0,4;TB;300;87,05;5,52;4,5;3,95;0,7;TB;03/04/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA06;%;D3;PB6;XX;16,3;7;15,70;0,74;3,8;0,60;0,7;TB;300;16,71;1,18;-2,5;-0,41;-0,3;TB;03/04/2024;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA06;%;D3;PB6;XX;16,8;7;15,70;0,74;7,0;1,10;1,4;TB;300;16,71;1,18;0,5;0,09;0,1;TB;03/04/2024;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952C;24HA06;%;W3;PB7;XX;16,0;15;17,08;1,35;-6,3;-1,08;-0,8;TB;300;16,71;1,18;-4,2;-0,71;-0,6;TB;03/04/2024;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA07;%;D3;PB6;XX;90,9;7;89,71;5,76;1,3;1,19;0,2;TB;308;86,93;5,45;4,6;3,97;0,7;TB;15/05/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA07;%;D3;PB6;XX;98,2;7;89,71;5,76;9,5;8,49;1,3;B+;308;86,93;5,45;13,0;11,27;2,1;+1;15/05/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952C;24HA07;%;W3;PB7;XX;92,0;17;90,55;4,45;1,6;1,45;0,3;TB;308;86,93;5,45;5,8;5,07;0,9;B+;15/05/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA08;%;D3;PB6;XX;43,8;7;42,21;1,86;3,8;1,59;0,8;TB;306;42,60;3,68;2,8;1,20;0,3;TB;15/05/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA08;%;D3;PB6;XX;46,3;7;42,21;1,86;9,7;4,09;2,0;B+;306;42,60;3,68;8,7;3,70;1,0;B+;15/05/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952C;24HA08;%;W3;PB7;XX;49,0;17;47,90;2,06;2,3;1,10;0,5;TB;306;42,60;3,68;15,0;6,40;1,7;+1;15/05/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA09;%;W3;PB7;XX;88,0;16;91,95;4,60;-4,3;-3,95;-0,8;TB;295;87,11;5,61;1,0;0,89;0,2;TB;12/06/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA09;%;W3;PB7;XX;87,0;16;91,95;4,60;-5,4;-4,95;-1,0;TB;295;87,11;5,61;-0,1;-0,11;0,0;TB;12/06/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA10;%;W3;PB7;XX;16,0;16;16,98;1,10;-5,8;-0,98;-0,9;TB;296;16,73;1,21;-4,4;-0,73;-0,6;TB;12/06/2024;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA10;%;W3;PB7;XX;15,0;16;16,98;1,10;-11,7;-1,98;-1,7;B-;296;16,73;1,21;-10,3;-1,73;-1,4;B-;12/06/2024;18,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA11;%;W3;PB7;XX;96,0;18;91,69;7,70;4,7;4,31;0,5;TB;312;86,31;5,21;11,2;9,69;1,9;B+;10/07/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA11;%;W3;PB7;XX;94,0;18;91,69;7,70;2,5;2,31;0,3;TB;312;86,31;5,21;8,9;7,69;1,5;B+;10/07/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA12;%;W3;PB7;XX;50,0;18;49,54;3,19;0,9;0,46;0,1;TB;311;43,90;3,65;13,9;6,10;1,7;B+;10/07/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA12;%;W3;PB7;XX;49,0;18;49,54;3,19;-1,1;-0,54;-0,2;TB;311;43,90;3,65;11,6;5,10;1,4;B+;10/07/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA13;%;W3;PB7;XX;53,0;17;51,45;2,69;3,0;1,55;0,6;TB;309;48,46;3,72;9,4;4,54;1,2;B+;28/08/2024;14,0;Maud LEBAS
F2;Facteur II;1952A;24HA13;%;W3;PB7;XX;48,0;17;51,45;2,69;-6,7;-3,45;-1,2;TB;309;48,46;3,72;-0,9;-0,46;-0,1;TB;28/08/2024;14,0;Maud LEBAS
F2;Facteur II;1952;24HA14;%;W3;PB7;XX;16,0;17;16,57;0,99;-3,4;-0,57;-0,6;TB;308;16,67;1,19;-4,0;-0,67;-0,6;TB;28/08/2024;18,0;Maud LEBAS
F2;Facteur II;1952A;24HA14;%;W3;PB7;XX;15,0;17;16,57;0,99;-9,5;-1,57;-1,5;B-;308;16,67;1,19;-10,0;-1,67;-1,4;B-;28/08/2024;18,0;Maud LEBAS
F2;Facteur II;1952;24HA15;%;W3;PB7;XX;87,0;19;89,83;8,49;-3,2;-2,83;-0,3;TB;303;86,38;5,29;0,7;0,62;0,1;TB;02/10/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA15;%;W3;PB7;XX;86,0;19;89,83;8,49;-4,3;-3,83;-0,4;TB;303;86,38;5,29;-0,4;-0,38;-0,1;TB;02/10/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA16;%;W3;PB7;XX;42,0;19;45,55;3,86;-7,8;-3,55;-0,9;B-;305;42,14;3,45;-0,3;-0,14;0,0;TB;02/10/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA16;%;W3;PB7;XX;44,0;19;45,55;3,86;-3,4;-1,55;-0,4;TB;305;42,14;3,45;4,4;1,86;0,5;TB;02/10/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA17;%;W3;PB7;XX;49,0;16;52,73;3,35;-7,1;-3,73;-1,1;TB;304;48,15;3,89;1,8;0,85;0,2;TB;06/11/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA17;%;W3;PB7;XX;48,0;16;52,73;3,35;-9,0;-4,73;-1,3;B-;304;48,15;3,89;-0,3;-0,15;0,0;TB;06/11/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA18;%;W3;PB7;XX;46,0;16;47,98;3,26;-4,1;-1,98;-0,6;TB;304;42,10;3,63;9,3;3,90;1,1;B+;06/11/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA18;%;W3;PB7;XX;43,0;16;47,98;3,26;-10,4;-4,98;-1,5;B-;304;42,10;3,63;2,1;0,90;0,2;TB;06/11/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA19;%;W3;PB7;XX;81,0;18;90,89;9,51;-10,9;-9,89;-1,0;B-;296;85,97;6,03;-5,8;-4,97;-0,8;B-;04/12/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA19;%;W3;PB7;XX;83,0;18;90,89;9,51;-8,7;-7,89;-0,8;B-;296;85,97;6,03;-3,5;-2,97;-0,5;TB;04/12/2024;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;24HA20;%;W3;PB7;XX;45,0;18;48,64;4,27;-7,5;-3,64;-0,8;B-;298;43,56;3,64;3,3;1,44;0,4;TB;04/12/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;24HA20;%;W3;PB7;XX;45,0;18;48,64;4,27;-7,5;-3,64;-0,8;B-;298;43,56;3,64;3,3;1,44;0,4;TB;04/12/2024;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;25HA01;%;W3;PB7;XX;73,0;17;91,16;9,04;-19,9;-18,16;-1,9;-1;297;85,61;5,56;-14,7;-12,61;-2,3;-1;22/01/2025;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;25HA01;%;W3;PB7;XX;79,0;17;91,16;9,04;-13,3;-12,16;-1,3;-1;297;85,61;5,56;-7,7;-6,61;-1,2;B-;22/01/2025;11,4;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;25HA02;%;W3;PB7;XX;37,0;17;44,21;4,27;-16,3;-7,21;-1,6;-1;298;40,90;3,44;-9,5;-3,90;-1,1;B-;22/01/2025;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;25HA02;%;W3;PB7;XX;39,0;17;44,21;4,27;-11,8;-5,21;-1,2;B-;298;40,90;3,44;-4,6;-1,90;-0,6;TB;22/01/2025;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;25HA03;%;W3;PB7;XX;55,0;17;64,44;5,88;-14,6;-9,44;-1,5;B-;300;59,98;5,15;-8,3;-4,98;-1,0;B-;19/02/2025;14,0;Maud LEBAS
F2;Facteur II;1952A;25HA03;%;W3;PB7;XX;55,0;17;64,44;5,88;-14,6;-9,44;-1,5;B-;300;59,98;5,15;-8,3;-4,98;-1,0;B-;19/02/2025;14,0;Maud LEBAS
F2;Facteur II;1952;25HA04;%;W3;PB7;XX;11,0;17;12,87;1,20;-14,5;-1,87;-1,5;B-;300;14,30;1,23;-23,1;-3,30;-2,7;-1;19/02/2025;18,0;Maud LEBAS
F2;Facteur II;1952A;25HA04;%;W3;PB7;XX;12,0;17;12,87;1,20;-6,8;-0,87;-0,7;TB;300;14,30;1,23;-16,1;-2,30;-1,9;B-;19/02/2025;18,0;Maud LEBAS
F2;Facteur II;1952;25HA05;%;W3;PB7;XX;67,0;23;64,45;4,55;4,0;2,55;0,6;TB;304;59,89;5,07;11,9;7,11;1,4;B+;19/03/2025;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;25HA05;%;W3;PB7;XX;62,0;23;64,45;4,55;-3,8;-2,45;-0,5;TB;304;59,89;5,07;3,5;2,11;0,4;TB;19/03/2025;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;25HA06;%;W3;PB7;XX;45,0;23;44,69;2,97;0,7;0,31;0,1;TB;306;40,68;3,49;10,6;4,32;1,2;B+;19/03/2025;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952A;25HA06;%;W3;PB7;XX;45,0;23;44,69;2,97;0,7;0,31;0,1;TB;306;40,68;3,49;10,6;4,32;1,2;B+;19/03/2025;14,0;Marie BRIONNE-FRANCOIS
F2;Facteur II;1952;25HA07;%;W3;PB7;XX;87,0;16;88,73;4,40;-1,9;-1,73;-0,4;TB;299;85,18;6,08;2,1;1,82;0,3;TB;16/04/2025;11,4;Maud LEBAS
F2;Facteur II;1952A;25HA07;%;W3;PB7;XX;87,0;16;88,73;4,40;-1,9;-1,73;-0,4;TB;299;85,18;6,08;2,1;1,82;0,3;TB;16/04/2025;11,4;Maud LEBAS
F2;Facteur II;1952;25HA08;%;W3;PB7;XX;11,0;16;12,66;0,95;-13,1;-1,66;-1,7;B-;297;14,10;1,33;-22,0;-3,10;-2,3;-1;16/04/2025;18,0;Maud LEBAS
F2;Facteur II;1952A;25HA08;%;W3;PB7;XX;13,0;16;12,66;0,95;2,7;0,34;0,3;TB;297;14,10;1,33;-7,8;-1,10;-0,8;TB;16/04/2025;18,0;Maud LEBAS
F2;Facteur II;1952;25HA09;%;W3;PB7;XX;91,0;22;87,71;5,23;3,8;3,29;0,6;TB;297;85,40;6,22;6,6;5,60;0,9;B+;14/05/2025;11,4;Maud LEBAS
F2;Facteur II;1952A;25HA09;%;W3;PB7;XX;87,0;22;87,71;5,23;-0,8;-0,71;-0,1;TB;297;85,40;6,22;1,9;1,60;0,3;TB;14/05/2025;11,4;Maud LEBAS
F2;Facteur II;1952;25HA10;%;W3;PB7;XX;64,0;22;63,64;4,62;0,6;0,36;0,1;TB;296;59,72;4,73;7,2;4,28;0,9;B+;14/05/2025;14,0;Maud LEBAS
F2;Facteur II;1952A;25HA10;%;W3;PB7;XX;63,0;22;63,64;4,62;-1,0;-0,64;-0,1;TB;296;59,72;4,73;5,5;3,28;0,7;TB;14/05/2025;14,0;Maud LEBAS
F9;Facteur IX;1952A;12 E01;%;GB;MF;XX;58,0;23;61,49;6,61;-5,7;-3,49;-0,5;TB;172;61,91;6,34;-6,3;-3,91;-0,6;TB;25/01/2012;15,0;
F9;Facteur IX;1952A;12 E02;%;GB;MF;XX;13,6;23;17,13;3,00;-20,6;-3,53;-1,2;B-;171;16,19;2,84;-16,0;-2,59;-0,9;B-;25/01/2012;22,0;
F9;Facteur IX;1952A;12 E03;%;GB;MF;XX;83,1;25;91,77;8,72;-9,4;-8,67;-1,0;B-;170;97,21;11,06;-14,5;-14,11;-1,3;B-;22/02/2012;15,0;
F9;Facteur IX;1952A;12 E04;%;GB;MF;XX;38,6;24;40,55;3,67;-4,8;-1,95;-0,5;TB;167;42,83;5,23;-9,9;-4,23;-0,8;B-;22/02/2012;18,0;
F9;Facteur IX;1952A;12 E05;%;GB;MF;XX;39,3;23;42,23;4,10;-6,9;-2,93;-0,7;TB;171;42,80;4,52;-8,2;-3,50;-0,8;TB;28/03/2012;17,0;
F9;Facteur IX;1952A;12 E06;%;GB;MF;XX;12,2;24;16,84;3,26;-27,6;-4,64;-1,4;-1;171;15,51;1,93;-21,3;-3,31;-1,7;-1;28/03/2012;20,0;
F9;Facteur IX;1952A;12 E07;%;GB;MF;XX;79,9;24;93,79;8,73;-14,8;-13,89;-1,6;B-;179;97,80;11,23;-18,3;-17,90;-1,6;-1;02/05/2012;15,0;
F9;Facteur IX;1952A;12 E08;%;GB;MF;XX;48,3;24;59,90;4,30;-19,4;-11,60;-2,7;-1;178;61,94;6,24;-22,0;-13,64;-2,2;-1;02/05/2012;15,0;
F9;Facteur IX;1952B;12 E09;%;GB;MF;XX;57,7;26;60,65;5,22;-4,9;-2,95;-0,6;TB;180;61,91;6,19;-6,8;-4,21;-0,7;TB;13/06/2012;15,0;
F9;Facteur IX;1952B;12 E10;%;GB;MF;XX;13,0;26;17,36;2,70;-25,1;-4,36;-1,6;-1;179;16,04;2,39;-19,0;-3,04;-1,3;B-;13/06/2012;20,0;
F9;Facteur IX;1952B;12 E11;%;GB;MF;XX;87,9;24;94,26;6,96;-6,7;-6,36;-0,9;TB;178;97,51;10,05;-9,9;-9,61;-1,0;B-;12/09/2012;15,0;
F9;Facteur IX;1952B;12 E12;%;GB;MF;XX;40,3;24;40,85;2,95;-1,3;-0,55;-0,2;TB;174;43,26;4,42;-6,8;-2,96;-0,7;TB;12/09/2012;17,0;
F9;Facteur IX;1952A;12 E13;%;GB;MF;XX;83,2;22;95,05;6,04;-12,5;-11,85;-2,0;B-;177;97,32;10,76;-14,5;-14,12;-1,3;B-;24/10/2012;15,0;
F9;Facteur IX;1952A;12 E14;%;GB;MF;XX;10,2;22;17,72;3,21;-42,4;-7,52;-2,3;-1;174;15,49;2,69;-34,2;-5,29;-2,0;-1;24/10/2012;22,0;
